"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"1448890_at",-10.7765098569157,11.1192911392266,-14.5891125224189,3.45662135223749e-13,4.08188976961867e-12,18.5587612466154
"1433465_a_at",-10.4932950786389,10.8984201524755,-14.5733305029083,3.53620974077066e-13,4.15351542550178e-12,18.5412648229636
"1418451_at",-9.36775054074344,8.21971010768313,-14.573192302766,3.53691502644326e-13,4.15351542550178e-12,18.5411115037166
"1434438_at",-12.1511394804094,10.6774381400771,-14.5696683582798,3.55494844306644e-13,4.15351542550178e-12,18.5372014150197
"1417061_at",-10.2520263527149,9.75278251629337,-14.5693571887127,3.5565454023418e-13,4.15351542550178e-12,18.5368560905895
"1438320_s_at",-9.5923887873994,9.47155102277239,-14.5680401327649,3.56331294539833e-13,4.15351542550178e-12,18.5353943670117
"1416343_a_at",-9.79922253080102,9.20431707458508,-14.5610764826127,3.59931784201785e-13,4.18467082096457e-12,18.5276630260345
"1438169_a_at",-9.59339649060511,9.05187485514168,-14.5471855744087,3.67227257242533e-13,4.25851454349888e-12,18.5122267125253
"1424251_a_at",-10.3625453963781,11.0355065506105,-14.5443530796344,3.6873363385676e-13,4.26501903160986e-12,18.5090767973582
"1433688_x_at",-10.5391970788316,11.3804226631962,-14.5394407578658,3.71361338149834e-13,4.2770642656437e-12,18.5036121356503
"1424927_at",-10.066249171647,9.81103411618427,-14.5388637034265,3.71671290652257e-13,4.2770642656437e-12,18.5029700436439
"1417049_at",-9.09984248945517,9.00212672055937,-14.5358181675774,3.73311592084301e-13,4.28500913967502e-12,18.4995807216356
"1447584_s_at",-8.74074864881019,8.14542386239639,-14.5262143455721,3.78533545986766e-13,4.3339208780363e-12,18.4888869006585
"1417718_at",-8.32691852031004,8.87832049777164,-14.5191510155852,3.82422516704715e-13,4.36736195659486e-12,18.4810161867154
"1437984_x_at",-9.63818649890237,10.4372054556331,-14.5132791824135,3.85687044324692e-13,4.39352085088052e-12,18.4744694711862
"1421278_s_at",-11.1650708424823,11.8396442930159,-14.5091020491045,3.8802698763755e-13,4.40904216935261e-12,18.4698101940532
"1433597_at",-9.33679401823294,10.0467705850037,-14.5072527284637,3.89067642586691e-13,4.40975913494613e-12,18.4677468738034
"1448287_at",-9.05721371443929,9.19479037082715,-14.5043738735006,3.9069341180154e-13,4.41708767076879e-12,18.4645342207677
"1456603_at",-8.98005290248677,9.52526987417516,-14.5000361891551,3.93156358610977e-13,4.4338208342353e-12,18.4596920648738
"1452123_s_at",-8.80722262402243,8.25778508641989,-14.4954479891294,3.95779103944439e-13,4.45226817429767e-12,18.4545682626996
"1452837_at",-8.39350850772178,7.72142555027281,-14.4884804808493,3.99796729169145e-13,4.48627623204481e-12,18.4467834789
"1439443_x_at",-11.2917679919652,10.8896434849305,-14.4843907970597,4.02174639505103e-13,4.50176128736358e-12,18.4422118770736
"1435536_at",-8.42603611878281,7.789106698724,-14.4778657008414,4.0599905726159e-13,4.53332115670057e-12,18.4349144993527
"1426043_a_at",-8.72519378021515,8.1498709455049,-14.4748845856775,4.07758866501545e-13,4.54172900441597e-12,18.4315791687911
"1428074_at",-9.27220083162436,8.81319124779232,-14.4695496126761,4.10928004136326e-13,4.5657542528546e-12,18.4256081281075
"1451593_at",-9.10759449064953,9.63290408634217,-14.4646833755433,4.13841006570231e-13,4.5854797783045e-12,18.420159282592
"1437584_at",-8.5828587570838,9.28054187769847,-14.4631948010228,4.14736366559131e-13,4.5854797783045e-12,18.4184920265423
"1423750_a_at",-8.76067865600626,9.23573143910719,-14.456470430525,4.1880613656115e-13,4.6191552127808e-12,18.4109577926486
"1448477_at",-8.63372752390257,8.49111849935448,-14.4316734511913,4.34175949314354e-13,4.77699440818793e-12,18.3831360638127
"1417838_at",-9.51211736756117,9.00713155737014,-14.428746382642,4.36028488250811e-13,4.78570440510805e-12,18.3798479716484
"1424834_s_at",-8.13749537786761,7.98496998444004,-14.4270267339328,4.37120678427932e-13,4.78604703977767e-12,18.3779158299693
"1423016_a_at",-11.9416037842211,11.8854884325176,-14.4218131170675,4.40449369136309e-13,4.81081623286656e-12,18.3720562043702
"1435659_a_at",-9.13851044322088,8.37606906774206,-14.4200359153536,4.41590049894102e-13,4.81162491563356e-12,18.3700581831741
"1429830_a_at",-10.169506114919,10.0700295386898,-14.4170486004636,4.43514348253884e-13,4.82094753005608e-12,18.3666989917073
"AFFX-r2-Bs-thr-5_s_at",-8.75538876158903,9.46492574544503,-14.4092542610816,4.48576234265259e-13,4.86424854031390e-12,18.3579302431157
"1448791_at",-9.32421105689725,9.63201480412699,-14.4030702505961,4.52634988116437e-13,4.89649024314928e-12,18.3509688889845
"1418741_at",-9.61259103308413,9.46701957603248,-14.3938113782842,4.58783302363155e-13,4.95112793531147e-12,18.340539121478
"1451046_at",-8.94343388107603,9.55598938840036,-14.3902827353906,4.61149250546476e-13,4.95607048737108e-12,18.336562018097
"1420997_a_at",-10.6724785637815,10.3228941922377,-14.3898524556544,4.61438617755676e-13,4.95607048737108e-12,18.3360769695714
"1415677_at",-8.6459231772468,8.05401993391024,-14.3802830117951,4.67923124264689e-13,5.01377960465086e-12,18.3252847499849
"1423803_s_at",-9.98300351908991,10.509927139944,-14.3621903300318,4.80443095020275e-13,5.13573175743237e-12,18.3048555174826
"1416683_at",-8.55598064993512,7.66316929305203,-14.3585785288919,4.82983808251029e-13,5.15068548231771e-12,18.300773405936
"1420558_at",-8.82251232707494,8.21952248256114,-14.3525571517829,4.87250597713859e-13,5.18393265633777e-12,18.2939650894958
"1438652_x_at",-9.84740695493244,9.68985845138766,-14.3437083322403,4.93592090774418e-13,5.23904452113741e-12,18.2839533037596
"1448328_at",-9.04909446005399,8.12413940889149,-14.3412829235872,4.95345178365731e-13,5.24531009297608e-12,18.2812077802679
"1415708_at",-8.72541383990815,9.32807152864887,-14.3372596077913,4.98267507212986e-13,5.25294648419906e-12,18.2766521674971
"1450883_a_at",-10.4125603031102,10.3030102301585,-14.3349377753575,4.99962108070226e-13,5.25294648419906e-12,18.2740224201528
"1424695_at",-10.0200022673874,10.0918851845582,-14.3345408977333,5.00252369567986e-13,5.25294648419906e-12,18.2735728562987
"1452186_at",-9.31834675864295,9.8066229759134,-14.3327829517696,5.01540171488057e-13,5.25294648419906e-12,18.2715813521841
"1438157_s_at",-11.6256432810709,10.9332290010452,-14.3315832440895,5.02421006030649e-13,5.25294648419906e-12,18.2702220773248
"1425719_a_at",-9.85039418373279,9.04571860119765,-14.3307235649012,5.0305317693948e-13,5.25294648419906e-12,18.2692479687601
"1458642_at",-8.05735429641713,6.61113837634738,-14.3224350306467,5.09190747521737e-13,5.30475626344239e-12,18.2598524144661
"1415838_at",-10.3339116588582,10.2231191115283,-14.3013081832604,5.25189212504599e-13,5.45882151522637e-12,18.235873029955
"1420671_x_at",-11.6692284551661,9.68911019058741,-14.2879928242028,5.35539740772228e-13,5.54317605705379e-12,18.2207370566637
"1460014_at",-11.0165299466411,9.04567071702991,-14.2877091683333,5.35762527349912e-13,5.54317605705379e-12,18.2204144245887
"1451097_at",-11.1897251718774,10.0543855832859,-14.2820670928424,5.40213929940472e-13,5.5764417344656e-12,18.2139954266874
"1433668_at",-9.72470357415873,10.5863637304174,-14.2633559272102,5.55253261169665e-13,5.71860150944375e-12,18.1926850120604
"1451139_at",-9.26021328705187,9.02829252473185,-14.2564923630057,5.60878357512565e-13,5.75143430390003e-12,18.1848592499166
"1417646_a_at",-8.52631640841314,8.95373859369063,-14.2556117371196,5.61604353754597e-13,5.75143430390003e-12,18.1838548294823
"1423564_a_at",-8.69052299020163,9.12725318223855,-14.2548100344971,5.62266133455977e-13,5.75143430390003e-12,18.1829403596878
"1434278_at",-8.55339190849116,9.34059288885896,-14.2502622068786,5.66035575273007e-13,5.77689248881569e-12,18.1777516220073
"1436614_at",-10.6503815274966,11.0342174953198,-14.2460009588022,5.69591301771726e-13,5.80005950856039e-12,18.1728879761749
"1456028_x_at",-8.89507845377216,8.52960379307686,-14.2417430955661,5.73167375297006e-13,5.8233288963171e-12,18.1680263816685
"1429151_at",-8.50422539316463,8.91577544858385,-14.2401579052327,5.74504685688788e-13,5.82379918458904e-12,18.1662159610558
"1418345_at",-8.77543910196832,7.39309176240778,-14.2361328390403,5.7791492076842e-13,5.84523364929673e-12,18.1616178683225
"1427076_at",-11.9153301806621,10.3150032249,-14.2286701552723,5.84293402788026e-13,5.89652693507111e-12,18.1530884761093
"1416369_at",-9.31509870279516,8.89754228446086,-14.2262407388322,5.86385602952733e-13,5.9008460387759e-12,18.1503105990012
"1427991_s_at",-9.17470360730462,9.32916546944738,-14.2245945567318,5.87807706157592e-13,5.9008460387759e-12,18.1484279627934
"1424040_at",-8.81143702700468,7.96548837371838,-14.2236264656324,5.88645692185581e-13,5.9008460387759e-12,18.1473206904512
"1418842_at",-8.7891070443463,8.04145285120149,-14.2140436568286,5.9700785608494e-13,5.97140230332409e-12,18.1363551100117
"1420829_a_at",-8.70598267497811,8.57680733627168,-14.2124209821096,5.98436003658236e-13,5.97244427544757e-12,18.134497377098
"1449846_at",-10.5472573019055,10.0818726944276,-14.2033984152635,6.06441899918053e-13,6.02057380955455e-12,18.1241630000082
"1450296_at",-7.25258864440817,5.67037480856837,-14.2021582247228,6.07551007127702e-13,6.02057380955455e-12,18.122741857221
"1452789_at",-9.16885408207211,9.74574205538223,-14.2015586735044,6.08087943129196e-13,6.02057380955455e-12,18.1220547720603
"1421571_a_at",-13.8370460048164,11.7941211112419,-14.2009906140845,6.08597130826175e-13,6.02057380955455e-12,18.1214037431953
"1449187_at",-8.48913997404651,7.99595615900449,-14.197831882976,6.11436588596807e-13,6.03542768306389e-12,18.117783064426
"1421064_at",-8.51222622383515,7.82508376798194,-14.1909580615876,6.17663268134719e-13,6.08357860820026e-12,18.1099005215262
"1448380_at",-10.0521066848948,9.36713284484641,-14.1878699886096,6.20482011209836e-13,6.09802691191192e-12,18.1063577342894
"1424883_s_at",-8.50313837168016,9.0596147163416,-14.1838008541958,6.24216661135531e-13,6.11861902747013e-12,18.1016879625661
"1449731_s_at",-11.1598454393229,10.5762705467688,-14.1823567391531,6.25547674385813e-13,6.11861902747013e-12,18.1000302842935
"1421322_a_at",-8.78776475166361,8.46307331332083,-14.1811670327923,6.26646417798981e-13,6.11861902747013e-12,18.0986644804747
"1423126_at",-10.0285361586687,11.0616443690735,-14.1752921739546,6.32101549132282e-13,6.15855310612467e-12,18.0919179524881
"1427886_at",-9.75301984218977,10.0604703634205,-14.1690520452628,6.37949884750533e-13,6.20213778040874e-12,18.0847481558409
"1415851_a_at",-8.25953864704644,8.61006197409375,-14.1650696022007,6.41711631102404e-13,6.22529283419988e-12,18.0801703508812
"1460717_at",-8.39514320690019,8.56627231462415,-14.1613852040048,6.45212361447428e-13,6.24303060412371e-12,18.0759337252266
"1453585_at",-9.02621552691567,8.64001643147662,-14.1602363679037,6.46307978746569e-13,6.24303060412371e-12,18.0746124188443
"1423166_at",-10.5059910065622,10.4823634442729,-14.1574700287609,6.48954103063045e-13,6.25519649341324e-12,18.0714302343836
"1420021_s_at",-8.54206526628157,8.97188315861957,-14.1460913208744,6.59957190819737e-13,6.33085931630762e-12,18.0583329289172
"1449491_at",-8.04999791913549,7.39550171231431,-14.1459239159806,6.60120507755231e-13,6.33085931630762e-12,18.0581401423472
"1448809_at",-8.13827800405084,8.41910594338069,-14.1450086869188,6.6101412945708e-13,6.33085931630762e-12,18.0570860976577
"1416144_a_at",-9.54469163096719,10.1411211904282,-14.131542284996,6.74308791287387e-13,6.44450626588433e-12,18.0415674304578
"1434674_at",-9.5881931088422,9.24553620828756,-14.1253595553249,6.80505376576458e-13,6.4899783377091e-12,18.0344363239874
"1448300_at",-9.74179590269626,9.46221743951153,-14.1165267466704,6.89460729677453e-13,6.56151339994724e-12,18.0242419351273
"1425993_a_at",-8.5343409258124,8.05481804219594,-14.1088320504466,6.97361899596057e-13,6.62273585069013e-12,18.0153546656981
"1418126_at",-11.6306023209585,10.2358703621144,-14.1039396277902,7.02434441083621e-13,6.64741027692154e-12,18.0097008667026
"1425405_a_at",-8.54372857364161,7.73944924526974,-14.102094647605,7.04357279979643e-13,6.64741027692154e-12,18.0075681345418
"1450494_x_at",-10.7572071535521,9.88602595523998,-14.1020720436099,7.04380871728773e-13,6.64741027692154e-12,18.0075420029805
"1418359_at",-9.21218752433387,8.99094688283271,-14.099412614686,7.07162247528708e-13,6.6597263018831e-12,18.0044671837677
"1428767_at",-10.1389297994527,8.76028921897575,-14.0974333426227,7.09239678144876e-13,6.66537539189904e-12,18.0021782934825
"1427965_at",-8.73853377030205,9.45963006844299,-14.0842529161859,7.23236345066903e-13,6.76885701208106e-12,17.9869259175633
"1436312_at",-9.50997574627674,10.166416701168,-14.0834606146926,7.2408679693426e-13,6.76885701208106e-12,17.9860085055012
"1427630_x_at",-10.12665376857,9.51554344216609,-14.0821241010627,7.25523756804795e-13,6.76885701208106e-12,17.9844608015706
"1419219_at",-8.70221876244564,8.71181237969412,-14.0814469849256,7.26252891564449e-13,6.76885701208106e-12,17.983676621164
"1455871_s_at",-8.37698290393413,7.74688534015392,-14.0761381022803,7.31996055511823e-13,6.80831795136873e-12,17.9775266950437
"1417523_at",-9.94647189647298,9.28895656605413,-14.0705590193972,7.38082360879266e-13,6.85080150190611e-12,17.9710606778808
"1424039_at",-8.83856040927097,9.65466728012049,-14.0659958878479,7.43099402010506e-13,6.88260648557091e-12,17.9657697711404
"1417951_at",-8.05008765417879,7.37902479019396,-14.0646730835573,7.44560400123831e-13,6.88260648557091e-12,17.9642355966208
"1450355_a_at",-9.73415968907714,9.01461785746467,-14.0614039065115,7.48183916509168e-13,6.9019583790856e-12,17.9604432760932
"1454976_at",-8.17124213024726,7.57371029486248,-14.0581376617419,7.51822470496464e-13,6.91429968721691e-12,17.9566532713748
"1456292_a_at",-10.5989191471472,9.95138576546739,-14.0574532123762,7.52587263671803e-13,6.91429968721691e-12,17.9558589293017
"1424318_at",-10.1802603169565,9.73577474611108,-14.0480159724924,7.63215028193213e-13,6.98078179048108e-12,17.9449016188608
"1455710_x_at",-8.45189976832003,7.9350843614508,-14.0470503207412,7.64311251465228e-13,6.98078179048108e-12,17.9437799166602
"1432543_a_at",-9.3311451708764,8.93612943228864,-14.0467535132949,7.6464852036516e-13,6.98078179048108e-12,17.9434351257002
"1460245_at",-9.56683479725283,8.39034973201271,-14.0455536569831,7.66013519460903e-13,6.98078179048108e-12,17.9420412025913
"1450850_at",-8.95648951540342,9.21883145082892,-14.0423434267723,7.69678044714697e-13,7.00003560425e-12,17.9383110230753
"1448667_x_at",-8.33753244171269,8.69087925807607,-14.0337668805171,7.79557841050113e-13,7.07562458949107e-12,17.9283402128409
"1438688_at",-9.54299175181634,10.0574237293439,-14.0278438677247,7.86457678796119e-13,7.09504560770287e-12,17.9214499338258
"1433485_x_at",-8.74707446088424,8.67354778884446,-14.0265870563002,7.87929900741506e-13,7.09504560770287e-12,17.9199874165961
"1455821_x_at",-9.27296433750176,9.84767666130801,-14.0265726200221,7.87946827929705e-13,7.09504560770287e-12,17.9199706165559
"1428251_at",-8.67222994844821,8.92184934807352,-14.0255973305806,7.89091273656411e-13,7.09504560770287e-12,17.9188355862577
"1456699_s_at",-8.74250291880816,9.22267937249746,-14.0244512840806,7.90438298703476e-13,7.09504560770287e-12,17.9175017068345
"1459992_x_at",-8.72332316093472,8.42022411295925,-14.0227756033965,7.92412136929791e-13,7.09504560770287e-12,17.9155511467203
"1444426_at",-8.36965764002523,8.00307562174181,-14.0215211296238,7.93893171092752e-13,7.09504560770287e-12,17.914090700836
"1452534_a_at",-10.7004810198944,9.23587685070778,-14.0211936973567,7.94280211015285e-13,7.09504560770287e-12,17.9137094810026
"1416185_a_at",-8.56107754868371,8.90768115462392,-14.0128350978394,8.04227076769576e-13,7.16970028321652e-12,17.9039740993889
"1456158_at",-9.77083018375452,9.19071461011026,-14.0101275065875,8.07476814076055e-13,7.18447319190747e-12,17.9008189978656
"1451639_at",-7.64164500671376,6.98694338202486,-14.0042529268185,8.1457463830347e-13,7.21455207495043e-12,17.8939708911073
"1456251_x_at",-11.1273069930452,10.0605243335269,-14.0040572615152,8.14812158003729e-13,7.21455207495043e-12,17.8937427396934
"1450643_s_at",-10.1871383262131,10.7611436935053,-14.0033630799962,8.1565541082348e-13,7.21455207495043e-12,17.8929332723318
"1435442_at",-7.98103721061993,8.41788671287972,-14.0004468829602,8.19207753559409e-13,7.23179290862328e-12,17.88953223079
"1423754_at",-14.0508945506473,12.4846742032459,-13.9977832937215,8.22466420071105e-13,7.24637894714991e-12,17.8864250350081
"1428634_at",-8.41755476156585,8.71152838708563,-13.9876614433175,8.34972860270175e-13,7.32752125120372e-12,17.8746108200337
"1451065_a_at",-8.20221856448512,8.61435687395252,-13.9864650762933,8.3646407001379e-13,7.32752125120372e-12,17.873213728031
"1428484_at",-7.73452701764148,6.26582019053417,-13.9854670449896,8.37710179814794e-13,7.32752125120372e-12,17.8720481360666
"1426235_a_at",-10.9860656029381,10.4412854391952,-13.985096302255,8.38173568082713e-13,7.32752125120372e-12,17.8716151228931
"1450418_a_at",-10.5450084014291,10.5570689071637,-13.9804332551196,8.44024647847913e-13,7.36440074746989e-12,17.8661676612946
"1423408_a_at",-8.5347223041004,9.12703327737936,-13.976137242292,8.49452714197595e-13,7.39745404197945e-12,17.8611470032461
"1426434_at",-8.4399942460758,8.15954369628813,-13.9736595632341,8.5259975961308e-13,7.40539127057551e-12,17.8582505322128
"1420476_a_at",-8.86039522162221,9.20021743760323,-13.9728368516913,8.53647408711875e-13,7.40539127057551e-12,17.8572886218191
"1434592_at",-9.29056419312168,10.0284493025,-13.9713120439064,8.5559264964956e-13,7.40802004331894e-12,17.8555056402265
"1450905_at",-8.41992043899374,7.92233117616842,-13.9691979057923,8.58297332900389e-13,7.4172016642024e-12,17.853033150725
"1418219_at",-8.49564977563618,7.95531464962874,-13.9650101391729,8.6368111246575e-13,7.44945601975716e-12,17.8481341933536
"1434372_at",-14.115148863348,11.5248138551502,-13.9620862327102,8.67460853410307e-13,7.46777845369064e-12,17.8447126646664
"1416655_at",-9.0327907477572,8.1230982234628,-13.958660309936,8.71911410409739e-13,7.49179499496826e-12,17.8407025638793
"1420127_s_at",-7.8029976449175,7.69826212566831,-13.9532565450683,8.78979593179631e-13,7.52746722999414e-12,17.8343749140474
"1456888_at",-9.61515122288618,9.10744274175075,-13.9529362498432,8.79400405720885e-13,7.52746722999414e-12,17.8339997635345
"1423241_a_at",-8.73695349456071,7.91632722747943,-13.9512032628851,8.81680881036496e-13,7.53269404234021e-12,17.8319697940589
"1416735_at",-9.95167492913161,8.86008017742698,-13.9441001433011,8.91092376719363e-13,7.59871022945378e-12,17.8236461834583
"1426517_at",-8.63060293467034,8.54845409995355,-13.9411475879944,8.95035086466374e-13,7.60468468200825e-12,17.8201847792004
"1422946_a_at",-8.23063718709022,8.84615432615336,-13.9410508199093,8.95164612313541e-13,7.60468468200825e-12,17.820071318738
"1450081_x_at",-10.5631449574709,10.1635833397638,-13.9371047971709,9.00463046417547e-13,7.63531729772473e-12,17.8154437908258
"1450934_at",-10.1016400167684,10.6324218962445,-13.9307853492921,9.09016267827641e-13,7.67538361202118e-12,17.8080295911496
"1438948_x_at",-11.2225070445425,10.050957221031,-13.9299322006303,9.1017742956531e-13,7.67538361202118e-12,17.8070283318214
"1451019_at",-9.73672516592098,9.82030258682079,-13.9292812602149,9.11064415212177e-13,7.67538361202118e-12,17.8062643346163
"1450668_s_at",-8.23478940694786,8.52196887446357,-13.9285996520834,9.11994151195601e-13,7.67538361202118e-12,17.8054642964644
"1460432_a_at",-10.2956277102123,10.9593796008884,-13.9207993892653,9.22704373923193e-13,7.73956374432034e-12,17.7963053215107
"1417756_a_at",-10.7810751915876,10.7837310522712,-13.9205481557814,9.23051495110695e-13,7.73956374432034e-12,17.7960102218978
"1416250_at",-8.96516015053014,9.09170528369144,-13.9143162329733,9.31705471443197e-13,7.7976315059003e-12,17.7886881028022
"1436746_at",-8.25683425602724,8.58948652782476,-13.9089713440158,9.39194757374486e-13,7.84575472317835e-12,17.7824050005989
"1438000_x_at",-8.95774588562926,9.56743557969339,-13.9020969557664,9.48919172191905e-13,7.91233712709369e-12,17.7743195826596
"1423557_at",-9.10753295117945,8.56776946446599,-13.8977333519255,9.55146047187964e-13,7.93070736979878e-12,17.7691847297496
"1419971_s_at",-8.75162343261108,8.51980050362581,-13.897296567706,9.55771670707138e-13,7.93070736979878e-12,17.7686706373739
"1418189_s_at",-9.5993541324965,9.49529195511021,-13.896860603567,9.56396543819671e-13,7.93070736979878e-12,17.768157490565
"1424998_at",-9.19882111862912,7.7310368266293,-13.8898601302945,9.66488703532895e-13,7.99968906722365e-12,17.7599149692645
"1423375_at",-8.61731505666357,7.99751713590388,-13.8710230248764,9.94197756988662e-13,8.21396718273966e-12,17.7377105397905
"1448509_at",-8.29755548777171,8.88395783275134,-13.8648590019729,1.0034429817425e-12,8.27519431561323e-12,17.7304366540156
"1433741_at",-9.1419924997831,9.08955247357015,-13.8615959908363,1.00837315411682e-12,8.29522245476111e-12,17.7265845270306
"1450379_at",-8.7732528457877,8.64961566118854,-13.8608199766189,1.00954935217554e-12,8.29522245476111e-12,17.7256682458684
"1434485_a_at",-8.40044044420836,7.92839222020764,-13.8524760468545,1.02228653344757e-12,8.38460827705813e-12,17.7158121778113
"1460631_at",-9.64897081107076,10.5751097098712,-13.8502977647642,1.025639108618e-12,8.39683850993793e-12,17.7132379446216
"1422808_s_at",-9.80275664755336,10.0730689053466,-13.8424087542372,1.03787684566465e-12,8.46933330145532e-12,17.703910807516
"1438934_x_at",-8.6630075549716,8.38899275490313,-13.8421703509172,1.03824901700394e-12,8.46933330145532e-12,17.7036288438385
"1420609_at",-9.19682118720317,9.70338095257044,-13.8382343189913,1.04441362075011e-12,8.50424159423057e-12,17.6989727778988
"1421217_a_at",-10.4772558189743,9.73791414996538,-13.8346026580685,1.05013522447355e-12,8.53542341909943e-12,17.6946753343197
"1422553_at",-9.80684030441328,9.08363630333778,-13.8230308817156,1.06858431003534e-12,8.66975507656369e-12,17.6809729855908
"1427866_x_at",-8.11125110246357,8.2782408770977,-13.8178910338185,1.07688646980429e-12,8.72142704719416e-12,17.674882329054
"1417277_at",-8.13198765278165,7.06664637197992,-13.8058278023761,1.09663571235541e-12,8.86545465669401e-12,17.6605767382757
"1443832_s_at",-10.1304588045099,9.57599305029185,-13.8026886018605,1.10183642986288e-12,8.89156374796327e-12,17.6568515236953
"1426798_a_at",-9.44188866128513,8.65896415494135,-13.7960041526115,1.1129960474752e-12,8.96558066100109e-12,17.6489158216011
"1416684_at",-8.31102070386807,8.6474712062719,-13.7940361656647,1.11630388915243e-12,8.97461269800926e-12,17.6465785613637
"1438250_s_at",-8.59307172099963,9.02659856391523,-13.7929723150008,1.11809628381317e-12,8.97461269800926e-12,17.6453149212851
"1430020_x_at",-7.79860335907369,8.20222457346494,-13.7893218226134,1.1242694458862e-12,9.00813405043101e-12,17.640977973911
"1422731_at",-8.60865734889915,9.24907388662233,-13.7735249610113,1.15139330934312e-12,9.20910499724609e-12,17.6221945501258
"1425803_a_at",-8.83615005034616,8.40708794414654,-13.7697562636977,1.15796411589795e-12,9.24526748108967e-12,17.6177094860036
"1456567_x_at",-10.8616545830052,9.84256898022666,-13.7507601516274,1.19168189088055e-12,9.49766256141726e-12,17.595079891205
"1452087_at",-9.15957009452754,8.31162375019056,-13.7485994972048,1.19558104891366e-12,9.51193317751237e-12,17.5925035626121
"1437027_x_at",-8.96564542627783,9.57136277240782,-13.7435949568672,1.20466328341627e-12,9.55439590727074e-12,17.5865343513141
"1450200_s_at",-9.4521625192653,8.77679177452959,-13.7433254840948,1.20515434964244e-12,9.55439590727074e-12,17.5862128606618
"1448923_at",-7.78542741942903,7.00795731185616,-13.7404355963554,1.21043373819414e-12,9.57941507542769e-12,17.5827646422947
"1434813_x_at",-8.57453299136643,7.78914900634858,-13.7328259218686,1.22445061489263e-12,9.67337429733914e-12,17.5736805744329
"1448476_at",-7.98072577591669,8.76266949656439,-13.7238791401781,1.24114616636772e-12,9.78812999385456e-12,17.5629925532388
"1415840_at",-8.56109150415142,9.36138909810302,-13.7208865369035,1.24678324626281e-12,9.81542621970601e-12,17.5594156464903
"1437773_x_at",-9.93654026547225,10.6114043994902,-13.719284584595,1.24981171172699e-12,9.82212653588925e-12,17.5575005273269
"1452141_a_at",-10.7092929161325,11.1176649887339,-13.7176816511556,1.25284967557821e-12,9.82887806353619e-12,17.5555839651289
"1451776_s_at",-9.46770044091782,8.31449121407444,-13.7123052516549,1.26309540270943e-12,9.89205444726085e-12,17.5491536498766
"1420952_at",-9.26334363604259,9.82342195310762,-13.7030089374083,1.28101696616994e-12,1.0015021723384e-11,17.5380278360372
"1454787_at",-8.05868502041985,7.38317899016896,-13.6964739589322,1.29377302298725e-12,1.00972493195424e-11,17.5302013367867
"1460603_at",-10.0633717866856,9.78087445005608,-13.693340470434,1.29993618475289e-12,1.01278275119521e-11,17.5264469745055
"1424906_at",-9.09078774673586,8.28870244879372,-13.6846036312082,1.31728186954188e-12,1.02452732991438e-11,17.5159735383287
"1456545_at",-10.000102450723,8.74921492971612,-13.6775525626096,1.33145582083113e-12,1.03314350518714e-11,17.5075150763274
"1426790_at",-8.14860994607049,7.93856293305826,-13.6768184302649,1.3329406340477e-12,1.03314350518714e-11,17.5066341095028
"1418806_at",-11.5978613343561,10.9829317771458,-13.6720215134695,1.34268499902628e-12,1.03891115447814e-11,17.5008763561014
"1452155_a_at",-9.44662198008633,10.0301149490036,-13.6704230843038,1.34594841771647e-12,1.03965296443819e-11,17.4989572169735
"1420620_a_at",-7.85010771732493,7.33235847757435,-13.6666738443961,1.35363536447693e-12,1.04230544061406e-11,17.4944546676863
"1436168_at",-8.68241845877382,9.11140186408376,-13.6664948344234,1.35400352072676e-12,1.04230544061406e-11,17.494239653296
"1434754_at",-9.52162616238486,8.24514568299166,-13.6582763029893,1.37101836560974e-12,1.05342248444552e-11,17.4843644739644
"1418025_at",-8.91466854447611,7.96941183572696,-13.6572706580269,1.3731155416847e-12,1.05342248444552e-11,17.4831556259432
"1438560_x_at",-8.00318322333573,8.46306569716242,-13.6473096307054,1.39406903346278e-12,1.06768173343813e-11,17.4711760695915
"1419476_at",-7.07893030017661,6.07247402696379,-13.6438249048001,1.40147744864122e-12,1.07153640183399e-11,17.4669827093989
"1434274_at",-8.38445398450397,8.6434901813291,-13.6399248790348,1.409817258622e-12,1.07608894308694e-11,17.4622880709321
"1436899_at",-8.12766501169375,7.487622584532,-13.6345261374451,1.42144701704773e-12,1.08090294116875e-11,17.4557867001215
"1425088_at",-8.53848911510934,7.6860758580806,-13.633992813346,1.42260127462393e-12,1.08090294116875e-11,17.4551442831914
"1454149_a_at",-8.45308514656557,9.25314008449115,-13.6336643355035,1.4233126735851e-12,1.08090294116875e-11,17.4547485993456
"1451076_s_at",-8.18159659957304,8.54928617807998,-13.6259874246059,1.44004448244597e-12,1.09177153954854e-11,17.4454977468039
"1426278_at",-11.7472692627447,10.2364186359625,-13.6217952341694,1.44926740740681e-12,1.09692034812284e-11,17.4404434223051
"1453731_a_at",-9.37275870852805,8.55307461372079,-13.6193975911137,1.4545698225626e-12,1.09908952589278e-11,17.4375518596418
"1416891_at",-9.28173997365995,8.72163602224908,-13.6072427016717,1.48176198851892e-12,1.11776393481754e-11,17.4228836436988
"1456873_at",-8.65140763977456,8.01682114149911,-13.600847936151,1.49627925485486e-12,1.12524340315667e-11,17.4151602974902
"1418505_at",-8.53837999749921,8.26552256115972,-13.6006784501426,1.49666602060297e-12,1.12524340315667e-11,17.4149555398014
