"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"1423704_at",0.47268394566402,6.53839489184645,1.44388697126486,0.16212319148668,0.949492491176972,-4.56629638507628
"1439449_at",-0.581824688534371,7.08369346644806,-1.44052987874607,0.163060840390468,0.949492491176972,-4.56655060481058
"1437378_x_at",0.470330595802557,6.10394571520272,1.43917295225964,0.163441069540779,0.949492491176972,-4.56665324530771
"1435079_at",-0.535885082738608,7.07026189939138,-1.43675545421346,0.164120249308173,0.949492491176972,-4.56683594603101
"1449309_at",0.477234669770066,4.77800241534231,1.43506042801041,0.164597805153519,0.949492491176972,-4.56696392141734
"1448576_at",-0.937452749038363,8.04367218795792,-1.43462797261254,0.164719823272995,0.949492491176972,-4.56699655550873
"AFFX-r2-Bs-dap-5_at",0.477589103687087,10.7902513370446,1.43378596059379,0.164957606764099,0.949492491176972,-4.56706007640902
"1423593_a_at",0.482251479571804,8.87051980705751,1.43316165998765,0.165134086415467,0.949492491176972,-4.56710715682452
"1418840_at",-0.768224005292799,9.76000059234217,-1.43249993640016,0.165321310205154,0.949492491176972,-4.56715704410947
"1448794_s_at",-0.504693564490287,5.86049760388269,-1.43008173608475,0.166006947990984,0.949492491176972,-4.56733921788148
"1444171_at",-0.504066187870591,6.05587245870631,-1.42759574455667,0.166714180264748,0.949492491176972,-4.56752627874869
"1457656_s_at",-0.777816454301547,6.81563614124965,-1.42626236140174,0.167094503499343,0.949492491176972,-4.56762651845191
"1429184_at",0.514416779290613,11.2243832964041,1.4261110527088,0.16713770539613,0.949492491176972,-4.5676378893173
"1450133_at",0.582324192095154,4.35145710921447,1.42433111193981,0.167646588460805,0.949492491176972,-4.56777158983493
"1418652_at",1.17736200674506,5.28595163512721,1.41813058822591,0.16942899882091,0.949492491176972,-4.56823644530003
"1422668_at",0.454862055960421,7.76434395492256,1.41341343557634,0.170795112998998,0.949492491176972,-4.5685891543173
"1424398_at",-0.514660340563819,7.24993727715889,-1.41234014934446,0.171107167220723,0.949492491176972,-4.56866929213142
"1430485_at",-0.484826452040113,4.47625728860802,-1.41219101207638,0.171150564333042,0.949492491176972,-4.5686804242553
"1436788_at",0.784621246053811,6.86984106603097,1.41165396807835,0.171306910282731,0.949492491176972,-4.56872050434107
"1452402_at",-0.64178055917881,5.20112690123051,-1.41124970713095,0.171424675150181,0.949492491176972,-4.56875066773973
"1456389_at",0.415305638584504,7.66901106919661,1.4043176469167,0.17345410891243,0.949492491176972,-4.56926696133449
"1439768_x_at",-0.696759065777282,4.88086809870366,-1.40167913220241,0.174231570669916,0.949492491176972,-4.56946301105246
"1451905_a_at",0.725701097827737,5.53389435182323,1.39574417211546,0.175990491035595,0.949492491176972,-4.56990305698274
"1436871_at",-0.562524051191243,5.78448261941699,-1.39553273781833,0.176053412300163,0.949492491176972,-4.5699187096615
"1423389_at",-0.616815796701935,8.33534276889793,-1.39490864443676,0.176239242049185,0.949492491176972,-4.56996490220814
